productId,shopNameId,userLatitude,userLongitude,shopLatitude,shopLongitude,day,time
1,24,33.8302,-94.0735,30.4145,-97.7053,5,10
4,24,33.8302,-94.5598,30.4145,-97.7053,1,24
3,24,25.9574,-99.4595,30.3017,-97.745,7,14
2,24,25.9574,-99.3755,30.3017,-97.745,1,15
4,24,25.9574,-101.4141,30.3017,-97.745,2,7
5,24,25.9574,-95.0299,30.3017,-97.745,2,2
1,24,25.9574,-95.2837,30.3017,-97.745,4,4
2,24,25.9574,-96.7379,30.3017,-97.745,3,15
4,24,26.4134,-99.4595,30.3017,-97.745,3,19
5,24,26.4134,-99.3755,30.3017,-97.745,2,11
2,24,26.4134,-101.4141,30.3017,-97.745,7,16
4,24,26.4134,-95.0299,30.3017,-97.745,1,11
4,24,26.4134,-95.2837,30.3017,-97.745,3,18
5,24,26.4134,-96.7379,30.3017,-97.745,3,21
1,24,27.0844,-99.4595,30.3017,-97.745,2,20
4,24,27.0844,-99.3755,30.3017,-97.745,1,7
5,24,27.0844,-101.4141,30.3017,-97.745,4,1
3,24,27.0844,-95.0299,30.3017,-97.745,4,5
5,24,27.0844,-95.2837,30.3017,-97.745,7,13
1,24,27.0844,-96.7379,30.3017,-97.745,3,12
1,24,32.9702,-99.4595,30.3017,-97.745,3,6
2,24,32.9702,-99.3755,30.3017,-97.745,6,5
2,24,32.9702,-101.4141,30.3017,-97.745,3,11
2,24,32.9702,-95.0299,30.3017,-97.745,5,9
4,24,32.9702,-95.2837,30.3017,-97.745,6,8
1,24,32.9702,-96.7379,30.3017,-97.745,3,18
5,24,31.6233,-99.4595,30.3017,-97.745,7,12
3,24,31.6233,-99.3755,30.3017,-97.745,5,24
5,24,31.6233,-101.4141,30.3017,-97.745,3,10
2,24,31.6233,-95.0299,30.3017,-97.745,5,9
5,24,31.6233,-95.2837,30.3017,-97.745,7,22
1,24,31.6233,-96.7379,30.3017,-97.745,2,8
2,24,32.4844,-99.4595,30.3017,-97.745,5,11
1,24,32.4844,-99.3755,30.3017,-97.745,5,3
4,24,32.4844,-101.4141,30.3017,-97.745,4,13
2,24,32.4844,-95.0299,30.3017,-97.745,2,16
3,24,32.4844,-95.2837,30.3017,-97.745,7,13
4,24,32.4844,-96.7379,30.3017,-97.745,7,20
4,16,27.9895,-101.6671,32.7696,-96.8356,3,22
1,16,27.9895,-100.096,32.7696,-96.8356,6,19
4,16,27.9895,-98.0937,32.7696,-96.8356,3,14
5,16,27.9895,-92.1869,32.7696,-96.8356,5,10
2,16,27.9895,-94.9385,32.7696,-96.8356,3,1
2,16,27.9895,-94.8929,32.7696,-96.8356,3,10
1,16,29.4202,-101.6671,32.7696,-96.8356,4,2
2,16,29.4202,-100.096,32.7696,-96.8356,2,17
5,16,29.4202,-98.0937,32.7696,-96.8356,7,6
2,16,29.4202,-92.1869,32.7696,-96.8356,3,20
4,16,29.4202,-94.9385,32.7696,-96.8356,4,2
5,16,29.4202,-94.8929,32.7696,-96.8356,5,1
3,16,31.3828,-101.6671,32.7696,-96.8356,6,20
5,16,31.3828,-100.096,32.7696,-96.8356,1,21
1,16,31.3828,-98.0937,32.7696,-96.8356,5,13
1,16,31.3828,-92.1869,32.7696,-96.8356,2,6
1,16,31.3828,-94.9385,32.7696,-96.8356,2,19
2,16,31.3828,-94.8929,32.7696,-96.8356,2,5
4,16,33.8926,-101.6671,32.7696,-96.8356,1,1
5,16,33.8926,-100.096,32.7696,-96.8356,1,19
1,16,33.8926,-98.0937,32.7696,-96.8356,7,11
1,16,33.8926,-92.1869,32.7696,-96.8356,4,21
2,16,33.8926,-94.9385,32.7696,-96.8356,4,2
1,16,33.8926,-94.8929,32.7696,-96.8356,6,23
1,16,35.7113,-101.6671,32.7696,-96.8356,5,2
2,16,35.7113,-100.096,32.7696,-96.8356,3,8
2,16,35.7113,-98.0937,32.7696,-96.8356,2,19
2,16,35.7113,-92.1869,32.7696,-96.8356,7,16
1,16,35.7113,-94.9385,32.7696,-96.8356,3,22
1,16,35.7113,-94.8929,32.7696,-96.8356,2,24
4,16,37.7292,-101.6671,32.7696,-96.8356,6,1
1,16,37.7292,-100.096,32.7696,-96.8356,2,12
3,16,37.7292,-98.0937,32.7696,-96.8356,6,12
4,16,37.7292,-92.1869,32.7696,-96.8356,1,11
1,16,37.7292,-94.9385,32.7696,-96.8356,5,11
3,16,37.7292,-94.8929,32.7696,-96.8356,1,10
3,16,26.8448,-102.2801,30.3492,-97.7346,4,13
3,16,26.8448,-99.9918,30.3492,-97.7346,7,17
2,16,26.8448,-98.8586,30.3492,-97.7346,4,4
2,16,26.8448,-94.393,30.3492,-97.7346,5,5
2,16,26.8448,-94.6787,30.3492,-97.7346,3,12
4,16,26.8448,-94.759,30.3492,-97.7346,5,21
3,16,28.4528,-102.2801,30.3492,-97.7346,6,7
5,16,28.4528,-99.9918,30.3492,-97.7346,1,6
1,16,28.4528,-98.8586,30.3492,-97.7346,2,2
5,16,28.4528,-94.393,30.3492,-97.7346,6,16
5,16,28.4528,-94.6787,30.3492,-97.7346,1,5
3,16,28.4528,-94.759,30.3492,-97.7346,3,2
2,16,28.1347,-102.2801,30.3492,-97.7346,1,6
1,16,28.1347,-99.9918,30.3492,-97.7346,5,14
4,16,28.1347,-98.8586,30.3492,-97.7346,3,19
2,16,28.1347,-94.393,30.3492,-97.7346,3,24
3,16,28.1347,-94.6787,30.3492,-97.7346,3,14
1,16,28.1347,-94.759,30.3492,-97.7346,4,3
5,16,32.7642,-102.2801,30.3492,-97.7346,1,24
5,16,32.7642,-99.9918,30.3492,-97.7346,3,21
5,16,32.7642,-98.8586,30.3492,-97.7346,4,20
3,16,32.7642,-94.393,30.3492,-97.7346,6,12
2,16,32.7642,-94.6787,30.3492,-97.7346,5,19
1,16,32.7642,-94.759,30.3492,-97.7346,5,15
1,16,32.4454,-102.2801,30.3492,-97.7346,5,24
3,16,32.4454,-99.9918,30.3492,-97.7346,3,13
1,16,32.4454,-98.8586,30.3492,-97.7346,6,15
4,16,32.4454,-94.393,30.3492,-97.7346,1,6
2,16,32.4454,-94.6787,30.3492,-97.7346,7,13
5,16,32.4454,-94.759,30.3492,-97.7346,5,6
4,16,34.635,-102.2801,30.3492,-97.7346,7,4
2,16,34.635,-99.9918,30.3492,-97.7346,6,18
3,16,34.635,-98.8586,30.3492,-97.7346,7,7
1,16,34.635,-94.393,30.3492,-97.7346,1,6
4,16,34.635,-94.6787,30.3492,-97.7346,1,6
2,16,34.635,-94.759,30.3492,-97.7346,1,19
1,16,25.3147,-102.2372,30.2311,-97.801,3,14
5,16,25.3147,-99.1961,30.2311,-97.801,5,22
4,16,25.3147,-99.6611,30.2311,-97.801,7,1
2,16,25.3147,-93.2201,30.2311,-97.801,4,5
5,16,25.3147,-93.5537,30.2311,-97.801,4,15
4,16,25.3147,-93.3384,30.2311,-97.801,1,13
4,16,28.1847,-102.2372,30.2311,-97.801,4,1
5,16,28.1847,-99.1961,30.2311,-97.801,3,12
2,16,28.1847,-99.6611,30.2311,-97.801,1,12
4,16,28.1847,-93.2201,30.2311,-97.801,6,22
4,16,28.1847,-93.5537,30.2311,-97.801,3,8
2,16,28.1847,-93.3384,30.2311,-97.801,7,5
5,16,27.1795,-102.2372,30.2311,-97.801,3,15
5,16,27.1795,-99.1961,30.2311,-97.801,4,7
4,16,27.1795,-99.6611,30.2311,-97.801,7,8
3,16,27.1795,-93.2201,30.2311,-97.801,3,21
3,16,27.1795,-93.5537,30.2311,-97.801,3,8
3,16,27.1795,-93.3384,30.2311,-97.801,5,4
3,16,34.6163,-102.2372,30.2311,-97.801,4,16
5,16,34.6163,-99.1961,30.2311,-97.801,3,10
1,16,34.6163,-99.6611,30.2311,-97.801,7,9
3,16,34.6163,-93.2201,30.2311,-97.801,6,12
3,16,34.6163,-93.5537,30.2311,-97.801,2,9
2,16,34.6163,-93.3384,30.2311,-97.801,3,20
4,16,31.7317,-102.2372,30.2311,-97.801,3,10
2,16,31.7317,-99.1961,30.2311,-97.801,7,7
5,16,31.7317,-99.6611,30.2311,-97.801,6,20
2,16,31.7317,-93.2201,30.2311,-97.801,2,5
2,16,31.7317,-93.5537,30.2311,-97.801,1,13
4,16,31.7317,-93.3384,30.2311,-97.801,6,17
1,16,31.7505,-102.2372,30.2311,-97.801,1,10
4,16,31.7505,-99.1961,30.2311,-97.801,4,19
2,16,31.7505,-99.6611,30.2311,-97.801,1,19
2,16,31.7505,-93.2201,30.2311,-97.801,7,24
2,16,31.7505,-93.5537,30.2311,-97.801,4,14
3,16,31.7505,-93.3384,30.2311,-97.801,4,6
1,24,25.5614,-100.0379,30.2241,-97.7643,1,12
2,24,25.5614,-101.5476,30.2241,-97.7643,3,9
1,24,25.5614,-102.5744,30.2241,-97.7643,6,11
5,24,25.5614,-95.4665,30.2241,-97.7643,7,10
5,24,25.5614,-96.3802,30.2241,-97.7643,7,19
4,24,25.5614,-92.8367,30.2241,-97.7643,1,22
1,24,27.2544,-100.0379,30.2241,-97.7643,2,6
2,24,27.2544,-101.5476,30.2241,-97.7643,1,16
2,24,27.2544,-102.5744,30.2241,-97.7643,3,6
3,24,27.2544,-95.4665,30.2241,-97.7643,6,2
4,24,27.2544,-96.3802,30.2241,-97.7643,5,2
5,24,27.2544,-92.8367,30.2241,-97.7643,3,6
4,24,28.1772,-100.0379,30.2241,-97.7643,4,22
1,24,28.1772,-101.5476,30.2241,-97.7643,4,17
2,24,28.1772,-102.5744,30.2241,-97.7643,2,14
4,24,28.1772,-95.4665,30.2241,-97.7643,1,8
1,24,28.1772,-96.3802,30.2241,-97.7643,1,5
2,24,28.1772,-92.8367,30.2241,-97.7643,5,8
5,24,32.1635,-100.0379,30.2241,-97.7643,7,18
2,24,32.1635,-101.5476,30.2241,-97.7643,3,23
2,24,32.1635,-102.5744,30.2241,-97.7643,1,2
3,24,32.1635,-95.4665,30.2241,-97.7643,7,21
4,24,32.1635,-96.3802,30.2241,-97.7643,4,2
5,24,32.1635,-92.8367,30.2241,-97.7643,7,2
5,24,34.2646,-100.0379,30.2241,-97.7643,4,2
3,24,34.2646,-101.5476,30.2241,-97.7643,5,9
2,24,34.2646,-102.5744,30.2241,-97.7643,3,13
5,24,34.2646,-95.4665,30.2241,-97.7643,3,13
1,24,34.2646,-96.3802,30.2241,-97.7643,5,19
1,24,34.2646,-92.8367,30.2241,-97.7643,2,3
2,24,33.7517,-100.0379,30.2241,-97.7643,4,18
5,24,33.7517,-101.5476,30.2241,-97.7643,2,16
2,24,33.7517,-102.5744,30.2241,-97.7643,4,4
5,24,33.7517,-95.4665,30.2241,-97.7643,1,9
3,24,33.7517,-96.3802,30.2241,-97.7643,5,2
2,24,33.7517,-92.8367,30.2241,-97.7643,1,23
3,16,27.3996,-100.7224,30.3072,-97.7249,2,11
3,16,27.3996,-101.6817,30.3072,-97.7249,3,22
4,16,27.3996,-98.9898,30.3072,-97.7249,2,20
3,16,27.3996,-95.6545,30.3072,-97.7249,3,2
3,16,27.3996,-93.5381,30.3072,-97.7249,1,23
1,16,27.3996,-96.5384,30.3072,-97.7249,7,14
4,16,26.4985,-100.7224,30.3072,-97.7249,4,14
4,16,26.4985,-101.6817,30.3072,-97.7249,6,12
3,16,26.4985,-98.9898,30.3072,-97.7249,5,22
1,16,26.4985,-95.6545,30.3072,-97.7249,2,7
2,16,26.4985,-93.5381,30.3072,-97.7249,3,24
3,16,26.4985,-96.5384,30.3072,-97.7249,1,9
1,16,25.6023,-100.7224,30.3072,-97.7249,5,5
3,16,25.6023,-101.6817,30.3072,-97.7249,6,22
5,16,25.6023,-98.9898,30.3072,-97.7249,6,11
5,16,25.6023,-95.6545,30.3072,-97.7249,1,24
5,16,25.6023,-93.5381,30.3072,-97.7249,1,14
3,16,25.6023,-96.5384,30.3072,-97.7249,5,19
4,16,32.2547,-100.7224,30.3072,-97.7249,4,19
5,16,32.2547,-101.6817,30.3072,-97.7249,7,15
4,16,32.2547,-98.9898,30.3072,-97.7249,6,6
3,16,32.2547,-95.6545,30.3072,-97.7249,1,4
1,16,32.2547,-93.5381,30.3072,-97.7249,1,1
3,16,32.2547,-96.5384,30.3072,-97.7249,1,11
1,16,33.633,-100.7224,30.3072,-97.7249,7,16
1,16,33.633,-101.6817,30.3072,-97.7249,5,17
1,16,33.633,-98.9898,30.3072,-97.7249,5,14
2,16,33.633,-95.6545,30.3072,-97.7249,7,17
3,16,33.633,-93.5381,30.3072,-97.7249,5,13
2,16,33.633,-96.5384,30.3072,-97.7249,6,6
2,16,32.3446,-100.7224,30.3072,-97.7249,2,23
3,16,32.3446,-101.6817,30.3072,-97.7249,2,1
3,16,32.3446,-98.9898,30.3072,-97.7249,1,17
1,16,32.3446,-95.6545,30.3072,-97.7249,6,13
5,16,32.3446,-93.5381,30.3072,-97.7249,3,12
2,16,32.3446,-96.5384,30.3072,-97.7249,6,2
4,24,26.8851,-100.3123,30.2616,-97.7586,6,13
2,24,26.8851,-101.4563,30.2616,-97.7586,3,1
5,24,26.8851,-101.9819,30.2616,-97.7586,2,16
2,24,26.8851,-95.8493,30.2616,-97.7586,2,15
3,24,26.8851,-93.9053,30.2616,-97.7586,2,14
5,24,26.8851,-93.934,30.2616,-97.7586,5,9
1,24,25.6609,-100.3123,30.2616,-97.7586,1,10
4,24,25.6609,-101.4563,30.2616,-97.7586,6,19
3,24,25.6609,-101.9819,30.2616,-97.7586,5,8
5,24,25.6609,-95.8493,30.2616,-97.7586,6,20
5,24,25.6609,-93.9053,30.2616,-97.7586,7,5
5,24,25.6609,-93.934,30.2616,-97.7586,5,8
3,24,27.3897,-100.3123,30.2616,-97.7586,2,1
3,24,27.3897,-101.4563,30.2616,-97.7586,3,21
4,24,27.3897,-101.9819,30.2616,-97.7586,5,13
1,24,27.3897,-95.8493,30.2616,-97.7586,4,19
1,24,27.3897,-93.9053,30.2616,-97.7586,7,2
4,24,27.3897,-93.934,30.2616,-97.7586,6,14
4,24,33.3542,-100.3123,30.2616,-97.7586,1,13
3,24,33.3542,-101.4563,30.2616,-97.7586,6,3
2,24,33.3542,-101.9819,30.2616,-97.7586,1,23
2,24,33.3542,-95.8493,30.2616,-97.7586,5,18
1,24,33.3542,-93.9053,30.2616,-97.7586,5,24
1,24,33.3542,-93.934,30.2616,-97.7586,5,1
5,24,31.8532,-100.3123,30.2616,-97.7586,2,24
5,24,31.8532,-101.4563,30.2616,-97.7586,5,19
4,24,31.8532,-101.9819,30.2616,-97.7586,3,14
5,24,31.8532,-95.8493,30.2616,-97.7586,3,15
4,24,31.8532,-93.9053,30.2616,-97.7586,3,9
5,24,31.8532,-93.934,30.2616,-97.7586,6,21
5,24,32.733,-100.3123,30.2616,-97.7586,7,18
3,24,32.733,-101.4563,30.2616,-97.7586,7,5
3,24,32.733,-101.9819,30.2616,-97.7586,2,23
3,24,32.733,-95.8493,30.2616,-97.7586,6,22
5,24,32.733,-93.9053,30.2616,-97.7586,6,24
4,24,32.733,-93.934,30.2616,-97.7586,1,15
3,16,26.1207,-99.8991,30.2624,-97.7626,2,9
2,16,26.1207,-101.9323,30.2624,-97.7626,5,15
4,16,26.1207,-99.4444,30.2624,-97.7626,3,10
5,16,26.1207,-96.7027,30.2624,-97.7626,3,7
3,16,26.1207,-94.7635,30.2624,-97.7626,1,15
3,16,26.1207,-92.9464,30.2624,-97.7626,5,13
2,16,27.1031,-99.8991,30.2624,-97.7626,6,22
3,16,27.1031,-101.9323,30.2624,-97.7626,4,15
4,16,27.1031,-99.4444,30.2624,-97.7626,6,11
4,16,27.1031,-96.7027,30.2624,-97.7626,6,17
2,16,27.1031,-94.7635,30.2624,-97.7626,3,16
2,16,27.1031,-92.9464,30.2624,-97.7626,7,4
5,16,25.441,-99.8991,30.2624,-97.7626,7,22
5,16,25.441,-101.9323,30.2624,-97.7626,7,3
1,16,25.441,-99.4444,30.2624,-97.7626,6,14
4,16,25.441,-96.7027,30.2624,-97.7626,1,1
1,16,25.441,-94.7635,30.2624,-97.7626,3,15
3,16,25.441,-92.9464,30.2624,-97.7626,1,23
5,16,34.6144,-99.8991,30.2624,-97.7626,1,14
2,16,34.6144,-101.9323,30.2624,-97.7626,2,7
4,16,34.6144,-99.4444,30.2624,-97.7626,1,12
4,16,34.6144,-96.7027,30.2624,-97.7626,7,16
3,16,34.6144,-94.7635,30.2624,-97.7626,6,24
2,16,34.6144,-92.9464,30.2624,-97.7626,7,8
3,16,34.6529,-99.8991,30.2624,-97.7626,2,9
5,16,34.6529,-101.9323,30.2624,-97.7626,7,19
1,16,34.6529,-99.4444,30.2624,-97.7626,7,19
4,16,34.6529,-96.7027,30.2624,-97.7626,7,4
4,16,34.6529,-94.7635,30.2624,-97.7626,3,24
2,16,34.6529,-92.9464,30.2624,-97.7626,5,7
2,16,34.1378,-99.8991,30.2624,-97.7626,3,6
5,16,34.1378,-101.9323,30.2624,-97.7626,7,9
1,16,34.1378,-99.4444,30.2624,-97.7626,5,8
5,16,34.1378,-96.7027,30.2624,-97.7626,7,21
5,16,34.1378,-94.7635,30.2624,-97.7626,5,5
2,16,34.1378,-92.9464,30.2624,-97.7626,7,9
3,24,28.0384,-101.7193,30.4248,-97.7519,1,16
5,24,28.0384,-100.0987,30.4248,-97.7519,7,10
3,24,28.0384,-99.613,30.4248,-97.7519,4,10
1,24,28.0384,-92.9952,30.4248,-97.7519,1,8
5,24,28.0384,-95.6267,30.4248,-97.7519,5,4
2,24,28.0384,-93.2401,30.4248,-97.7519,5,3
5,24,26.9569,-101.7193,30.4248,-97.7519,1,1
1,24,26.9569,-100.0987,30.4248,-97.7519,5,7
5,24,26.9569,-99.613,30.4248,-97.7519,5,5
5,24,26.9569,-92.9952,30.4248,-97.7519,1,8
5,24,26.9569,-95.6267,30.4248,-97.7519,2,11
2,24,26.9569,-93.2401,30.4248,-97.7519,4,13
3,24,28.7237,-101.7193,30.4248,-97.7519,1,13
3,24,28.7237,-100.0987,30.4248,-97.7519,5,12
4,24,28.7237,-99.613,30.4248,-97.7519,2,4
5,24,28.7237,-92.9952,30.4248,-97.7519,6,7
5,24,28.7237,-95.6267,30.4248,-97.7519,2,4
3,24,28.7237,-93.2401,30.4248,-97.7519,5,22
2,24,34.0092,-101.7193,30.4248,-97.7519,3,19
3,24,34.0092,-100.0987,30.4248,-97.7519,5,9
2,24,34.0092,-99.613,30.4248,-97.7519,4,10
5,24,34.0092,-92.9952,30.4248,-97.7519,3,15
3,24,34.0092,-95.6267,30.4248,-97.7519,2,23
2,24,34.0092,-93.2401,30.4248,-97.7519,1,11
2,24,32.8662,-101.7193,30.4248,-97.7519,4,17
2,24,32.8662,-100.0987,30.4248,-97.7519,5,18
5,24,32.8662,-99.613,30.4248,-97.7519,7,17
1,24,32.8662,-92.9952,30.4248,-97.7519,2,16
2,24,32.8662,-95.6267,30.4248,-97.7519,6,15
3,24,32.8662,-93.2401,30.4248,-97.7519,7,8
4,24,32.873,-101.7193,30.4248,-97.7519,4,13
2,24,32.873,-100.0987,30.4248,-97.7519,3,6
2,24,32.873,-99.613,30.4248,-97.7519,2,3
2,24,32.873,-92.9952,30.4248,-97.7519,2,14
1,24,32.873,-95.6267,30.4248,-97.7519,1,16
4,24,32.873,-93.2401,30.4248,-97.7519,2,5
1,24,27.1216,-99.1218,30.2322,-97.7364,3,23
5,24,27.1216,-100.8129,30.2322,-97.7364,3,18
1,24,27.1216,-102.7203,30.2322,-97.7364,6,10
5,24,27.1216,-96.5744,30.2322,-97.7364,7,23
5,24,27.1216,-94.4783,30.2322,-97.7364,6,18
3,24,27.1216,-94.1422,30.2322,-97.7364,4,13
3,24,25.6033,-99.1218,30.2322,-97.7364,2,3
2,24,25.6033,-100.8129,30.2322,-97.7364,4,16
2,24,25.6033,-102.7203,30.2322,-97.7364,5,11
1,24,25.6033,-96.5744,30.2322,-97.7364,2,3
2,24,25.6033,-94.4783,30.2322,-97.7364,4,16
3,24,25.6033,-94.1422,30.2322,-97.7364,2,23
5,24,26.9672,-99.1218,30.2322,-97.7364,1,3
4,24,26.9672,-100.8129,30.2322,-97.7364,2,14
1,24,26.9672,-102.7203,30.2322,-97.7364,6,5
1,24,26.9672,-96.5744,30.2322,-97.7364,2,16
4,24,26.9672,-94.4783,30.2322,-97.7364,3,4
5,24,26.9672,-94.1422,30.2322,-97.7364,4,3
4,24,32.0461,-99.1218,30.2322,-97.7364,5,3
3,24,32.0461,-100.8129,30.2322,-97.7364,6,4
1,24,32.0461,-102.7203,30.2322,-97.7364,1,3
5,24,32.0461,-96.5744,30.2322,-97.7364,7,18
1,24,32.0461,-94.4783,30.2322,-97.7364,1,13
2,24,32.0461,-94.1422,30.2322,-97.7364,6,7
4,24,32.7563,-99.1218,30.2322,-97.7364,2,20
4,24,32.7563,-100.8129,30.2322,-97.7364,3,5
3,24,32.7563,-102.7203,30.2322,-97.7364,1,6
4,24,32.7563,-96.5744,30.2322,-97.7364,5,8
5,24,32.7563,-94.4783,30.2322,-97.7364,2,6
2,24,32.7563,-94.1422,30.2322,-97.7364,6,1
4,24,32.8495,-99.1218,30.2322,-97.7364,3,17
1,24,32.8495,-100.8129,30.2322,-97.7364,7,22
3,24,32.8495,-102.7203,30.2322,-97.7364,3,12
2,24,32.8495,-96.5744,30.2322,-97.7364,7,21
3,24,32.8495,-94.4783,30.2322,-97.7364,4,3
4,24,32.8495,-94.1422,30.2322,-97.7364,3,2
1,24,27.1277,-99.4245,30.3282,-97.7251,6,6
5,24,27.1277,-102.4298,30.3282,-97.7251,1,16
5,24,27.1277,-98.8797,30.3282,-97.7251,5,7
2,24,27.1277,-94.0768,30.3282,-97.7251,1,16
1,24,27.1277,-92.7916,30.3282,-97.7251,2,10
3,24,27.1277,-95.6762,30.3282,-97.7251,1,21
4,24,25.5745,-99.4245,30.3282,-97.7251,2,17
1,24,25.5745,-102.4298,30.3282,-97.7251,3,20
1,24,25.5745,-98.8797,30.3282,-97.7251,6,22
1,24,25.5745,-94.0768,30.3282,-97.7251,3,3
3,24,25.5745,-92.7916,30.3282,-97.7251,5,12
4,24,25.5745,-95.6762,30.3282,-97.7251,6,19
2,24,25.9367,-99.4245,30.3282,-97.7251,6,20
1,24,25.9367,-102.4298,30.3282,-97.7251,6,18
1,24,25.9367,-98.8797,30.3282,-97.7251,5,11
1,24,25.9367,-94.0768,30.3282,-97.7251,1,2
1,24,25.9367,-92.7916,30.3282,-97.7251,4,8
4,24,25.9367,-95.6762,30.3282,-97.7251,5,3
4,24,34.1418,-99.4245,30.3282,-97.7251,4,3
4,24,34.1418,-102.4298,30.3282,-97.7251,5,15
4,24,34.1418,-98.8797,30.3282,-97.7251,2,21
5,24,34.1418,-94.0768,30.3282,-97.7251,5,11
3,24,34.1418,-92.7916,30.3282,-97.7251,4,18
2,24,34.1418,-95.6762,30.3282,-97.7251,6,22
5,24,33.7796,-99.4245,30.3282,-97.7251,5,18
5,24,33.7796,-102.4298,30.3282,-97.7251,7,17
2,24,33.7796,-98.8797,30.3282,-97.7251,3,19
3,24,33.7796,-94.0768,30.3282,-97.7251,5,13
4,24,33.7796,-92.7916,30.3282,-97.7251,4,5
5,24,33.7796,-95.6762,30.3282,-97.7251,5,8
4,24,33.0976,-99.4245,30.3282,-97.7251,2,22
1,24,33.0976,-102.4298,30.3282,-97.7251,5,24
3,24,33.0976,-98.8797,30.3282,-97.7251,1,9
4,24,33.0976,-94.0768,30.3282,-97.7251,2,7
2,24,33.0976,-92.7916,30.3282,-97.7251,3,4
3,24,33.0976,-95.6762,30.3282,-97.7251,2,13
4,16,25.6542,-100.3075,29.7817,-95.3923,3,1
1,16,25.6542,-99.1255,29.7817,-95.3923,6,17
5,16,25.6542,-99.8222,29.7817,-95.3923,2,17
1,16,25.6542,-93.1681,29.7817,-95.3923,6,22
5,16,25.6542,-92.246,29.7817,-95.3923,5,1
5,16,25.6542,-91.8111,29.7817,-95.3923,1,5
3,16,26.1888,-100.3075,29.7817,-95.3923,1,7
1,16,26.1888,-99.1255,29.7817,-95.3923,4,18
2,16,26.1888,-99.8222,29.7817,-95.3923,4,18
5,16,26.1888,-93.1681,29.7817,-95.3923,7,11
4,16,26.1888,-92.246,29.7817,-95.3923,5,2
5,16,26.1888,-91.8111,29.7817,-95.3923,7,18
3,16,25.5382,-100.3075,29.7817,-95.3923,2,20
5,16,25.5382,-99.1255,29.7817,-95.3923,4,22
2,16,25.5382,-99.8222,29.7817,-95.3923,4,5
4,16,25.5382,-93.1681,29.7817,-95.3923,7,15
4,16,25.5382,-92.246,29.7817,-95.3923,2,14
4,16,25.5382,-91.8111,29.7817,-95.3923,4,11
1,16,31.7124,-100.3075,29.7817,-95.3923,1,5
1,16,31.7124,-99.1255,29.7817,-95.3923,7,8
2,16,31.7124,-99.8222,29.7817,-95.3923,5,9
4,16,31.7124,-93.1681,29.7817,-95.3923,2,6
1,16,31.7124,-92.246,29.7817,-95.3923,2,8
5,16,31.7124,-91.8111,29.7817,-95.3923,6,7
5,16,34.4078,-100.3075,29.7817,-95.3923,3,12
4,16,34.4078,-99.1255,29.7817,-95.3923,1,7
4,16,34.4078,-99.8222,29.7817,-95.3923,7,8
2,16,34.4078,-93.1681,29.7817,-95.3923,7,21
4,16,34.4078,-92.246,29.7817,-95.3923,3,14
4,16,34.4078,-91.8111,29.7817,-95.3923,7,8
2,16,31.4859,-100.3075,29.7817,-95.3923,2,24
3,16,31.4859,-99.1255,29.7817,-95.3923,7,10
2,16,31.4859,-99.8222,29.7817,-95.3923,7,16
1,16,31.4859,-93.1681,29.7817,-95.3923,5,6
3,16,31.4859,-92.246,29.7817,-95.3923,4,17
5,16,31.4859,-91.8111,29.7817,-95.3923,6,13
